entity_id,outcome_date,defaulted
016fa373-7853-4d1d-a425-cd4940ac7c22,2025-06-01,1
245dffc6-e1d5-4c40-bd75-de818ef9cd4e,2025-06-01,1
293e701f-b839-4cf9-8e18-a0b64c83f88c,2025-06-01,1
9420df9b-bbab-4b9d-96ef-8607ddd9edd5,2025-06-01,1
cfad734f-2571-4ac5-93ef-6e6bee3afa78,2025-06-01,1
fd5360aa-2c49-4a1c-a9c3-8f3269532fde,2025-06-01,1
24d36bfc-74a6-490e-88a5-b45588520b60,2025-06-01,1
d01f96ac-d245-4988-9081-8d16a66d6b47,2025-06-01,1
f2fdc902-7542-4975-88bf-bb441b56b527,2025-06-01,1
cf9be79d-fe4d-4b30-8e62-496205413957,2025-06-01,1
739e0456-91d1-4235-895f-1c834251c1b7,2025-06-01,1
1bbd7256-e0bb-4bca-8567-d2504a5304a7,2025-06-01,0
bea5fbb3-0d17-40a9-a9b5-9dfaf307c3cd,2025-06-01,1
1e0bc14c-6cbe-4f10-89a4-18ed1d71e9f1,2025-06-01,1
8c27d164-c930-4b55-811a-8c319461c09a,2025-06-01,1
bd3305fb-0aae-422f-8e40-4d757c24fca4,2025-06-01,0
0d0d4d53-0af4-44ad-adb2-6c58ded958eb,2025-06-01,1
cd4ed7ac-203c-4687-8498-e9c781375b8c,2025-06-01,1
0814a050-a544-4501-8b54-9a7766b87dcf,2025-06-01,0
55238553-b756-440c-90ea-4d16c3fd72b2,2025-06-01,1
344ea2f8-e725-476c-bc08-86cd01a37476,2025-06-01,1
6e672de5-c1f6-471c-a15a-667e5cebc2ec,2025-06-01,1
3b611739-5ca5-4b5b-946a-728400cb68b8,2025-06-01,0
6d7a43cc-865a-4829-89fa-9d934d770fdf,2025-06-01,0
8891ba30-d565-4138-9c8c-a153c8e880b0,2025-06-01,1
1b75f4e6-d63b-4cab-b2c4-11a366fb00a1,2025-06-01,1
484966de-f080-4fc3-b834-d6297c19caba,2025-06-01,1
56c5576e-132b-4521-9acc-e1bfd74050f8,2025-06-01,1
977cd0ee-0e33-4ce0-8b95-b237beb967dd,2025-06-01,1
46d60279-d6c5-4f79-9c10-c50abc5f28a0,2025-06-01,0
e7522c76-d26d-4a43-9527-7685a41b8138,2025-06-01,0
d047b628-2703-4341-8f19-84c98b12dc4f,2025-06-01,1
ce49d3c1-6cfb-4041-994b-c43b026262cb,2025-06-01,1
4cccea30-bdfe-4274-8728-ab188da6500b,2025-06-01,1
93950707-0da5-44dd-bae0-17199efeda68,2025-06-01,0
4440be0c-d32a-4dc4-ad7a-d47e7c1323f9,2025-06-01,1
74866c69-3d41-4023-8fd6-81e5bf9ebf34,2025-06-01,1
7ad64f0e-63de-4f26-b744-cc8b111d3318,2025-06-01,1
3ed6d832-34a0-4bc8-9616-e4d7a742805d,2025-06-01,1
2256dfb1-12b4-458a-8916-7d8519bc17f9,2025-06-01,1
c0e1dbbc-8125-4d9b-8d34-f85ef7659a5b,2025-06-01,1
d1339411-8d58-43d7-9441-e89425bb2ba0,2025-06-01,0
ad91780b-5aa9-41e6-810a-f22cd738c7d7,2025-06-01,1
e0016bca-8292-42b3-909d-14bad3b60cbd,2025-06-01,1
4f018a58-2961-499d-a8cb-c413e7aa450c,2025-06-01,0
f23e2528-384c-410f-be94-7e785849cf6a,2025-06-01,1
a1339ebe-1f63-4048-a545-acd95b27cf48,2025-06-01,1
be886319-434e-4339-b1a0-b32546c3fd14,2025-06-01,1
66b75df4-6bad-43b5-979c-c51c5a41b99d,2025-06-01,1
ad9f9e1d-cd2c-40a2-b95d-28e37200955f,2025-06-01,1
0a3f76de-5186-4970-aed1-927573ad4a56,2025-06-01,0
57105fd0-a181-4eb2-8ed5-d8cb3f62f294,2025-06-01,1
7c053c18-4a53-41b6-bdc9-e9c3b840eb0c,2025-06-01,1
0a341426-6ceb-4275-9d8d-bf1ffe570422,2025-06-01,1
a324c323-5973-47c3-b4c6-d6f227bed669,2025-06-01,0
e7e64718-3352-4008-bfae-bde74c9cbacb,2025-06-01,1
ee836df8-0c84-4729-a021-e80c995ee263,2025-06-01,0
b704c586-95e1-4e92-9659-53eff265cfc4,2025-06-01,0
d96c7ac6-f879-4c33-a1a8-27285a373c16,2025-06-01,1
40d1cc24-71a4-4c92-9f20-654527ce9992,2025-06-01,0
860cefc2-697a-4037-9070-7707d3686e1f,2025-06-01,1
aad82787-354b-46c9-a6e5-b22ce8beacbd,2025-06-01,1
5d78f00b-bbe7-480d-af15-b513b9221a60,2025-06-01,1
39eb491b-dee3-407c-882b-a51e778a7c5a,2025-06-01,1
b0a15c07-6c3c-4837-a63e-7dbd36f8aa0c,2025-06-01,1
41e1c90a-0606-4dec-a2a0-76583d38733d,2025-06-01,1
b210b2f5-77d8-41c8-b207-b2bce3a94a3a,2025-06-01,1
770782ac-8999-40dc-85c2-fb27cd96e3b7,2025-06-01,0
76447e6f-5012-4744-b7f6-7f820bb9ad26,2025-06-01,0
648f2c88-7ec2-4c06-8b33-79ca262cc829,2025-06-01,1
8ea84c96-eee3-4340-971c-dc4e02e55707,2025-06-01,1
89b8f2a0-8b0b-468c-96d1-02497a116e9f,2025-06-01,1
97c2178c-488b-4981-98f8-7174d0935dc5,2025-06-01,0
64453f2c-7fa3-4b21-b958-c92d1583baaf,2025-06-01,0
9877d72d-101f-431d-a307-66d184768844,2025-06-01,1
041cea45-7075-4dcc-8d21-4842e8753faa,2025-06-01,1
ebb9c1d7-e8b3-44d2-9ce3-de44271396a4,2025-06-01,1
ef71e9b4-98e6-43ec-bd57-f7e61164fd6c,2025-06-01,1
d08e6012-acc1-4a98-ba35-69dc647877d0,2025-06-01,0
23823cbe-1514-4ac6-a5e7-7abe2feefe89,2025-06-01,1
4eb05599-77f9-470b-b203-8c8a8d33fd0f,2025-06-01,0
91731a71-1454-4e5a-8fb2-79a55810e1b8,2025-06-01,1
1fdd6fa3-f5ad-45ed-8f49-36fe99f565da,2025-06-01,1
9b0a6a17-3477-4de6-b521-e530a5b01f1f,2025-06-01,1
5f44b643-3e01-4589-b28d-e19e43258b7f,2025-06-01,1
6e0553dd-339f-4208-bfc4-02303ae78498,2025-06-01,0
86ee2645-e3c3-40fc-b697-e9baf6879d3a,2025-06-01,0
2f54ffae-2b99-4cfa-9620-065203ee4c5e,2025-06-01,0
bbb09944-e741-4564-83a7-fcd3eaad99dc,2025-06-01,1
e1aef80f-ab93-41e4-8fbf-322fdb5f5bb4,2025-06-01,1
b9b75bd5-369c-45ac-a562-e90c04f598cc,2025-06-01,0
5c030549-afbf-4b4f-8fba-bd0fc75d9ad1,2025-06-01,0
11418e85-b109-4c86-9c00-2886ab855184,2025-06-01,1
84b8a67e-8b43-47eb-9dd4-d4b882798279,2025-06-01,1
dbe638ed-aef3-4077-8f65-aa9a54a8be7b,2025-06-01,1
7a77b1c4-2870-4542-a91d-0661fd6c5a15,2025-06-01,0
05b000d5-52c3-4503-bd45-b69be7894037,2025-06-01,0
c4f8192a-e856-44b0-920d-4d2766289860,2025-06-01,1
ee9b4544-ba51-4df9-9c62-4434aad11635,2025-06-01,1
4f970e1b-99f7-4255-9e4a-334887b40744,2025-06-01,1
ecc96298-3b86-45a7-a3ac-7ab0bbb30820,2025-06-01,1
5d0cba25-a3f8-45c9-91f7-9c0555573889,2025-06-01,0
54c90471-fb32-4f1f-be82-2446a794cf25,2025-06-01,1
d542ab90-8303-4a42-aea2-18860482bfd7,2025-06-01,1
e1a51927-b013-451f-8ae9-03fefc904f25,2025-06-01,1
e333009d-dac1-4b44-84a3-8f7f898e8684,2025-06-01,0
8e331133-f228-4d0a-a5c2-a8e550a1168a,2025-06-01,1
46a20c7d-3524-44aa-aed1-ae1388cea440,2025-06-01,1
9c83d11e-36ef-4566-90df-e9f0403cdee2,2025-06-01,0
52983635-1eb5-4803-bc39-4a378f3e7525,2025-06-01,1
070d3687-0ce7-4ed8-9384-3a4bd8bbdb9d,2025-06-01,1
53c4662c-06b7-4f83-b693-4508c63888f0,2025-06-01,1
3458099f-6fca-42ca-9736-f619ea0fa6f0,2025-06-01,1
ec1eff91-0e53-4462-befa-886be411796a,2025-06-01,1
db288a03-e618-49cb-9848-234f1f536388,2025-06-01,1
837f2754-ac48-4d9a-bed6-4c4bce9d180e,2025-06-01,1
42d7535c-78d7-4c82-939b-2040c7ab7fd1,2025-06-01,1
0030d6d1-27f6-4339-9a2f-1bf7d10c0443,2025-06-01,1
6faa99ad-a649-4116-86b8-b556a255fd39,2025-06-01,1
4efd49db-56ef-4670-80dc-86d154437731,2025-06-01,1
84c9af38-5430-4e2d-8036-fdfc1e4943de,2025-06-01,1
9b285dc6-de92-40d2-8d87-146cffc70a00,2025-06-01,0
e2750692-be36-4d65-b8c6-75592d0b0a8e,2025-06-01,0
fd230699-e9e2-4024-842d-fb82932cf21a,2025-06-01,1
9bf50540-19e7-40b7-babb-d743c346d168,2025-06-01,1
137c9f5a-184b-45d6-bdd9-f98dff5f41a0,2025-06-01,1
4927f9fe-9577-43f8-9897-1ad05cd944ba,2025-06-01,1
78bc4ac3-8df1-4488-a271-81e7198eff9d,2025-06-01,1
53900c72-d1ea-47ae-899f-de07b906a502,2025-06-01,0
1c0fa62e-0737-4aa2-93fb-781e94c858b4,2025-06-01,1
51ebe963-834b-4115-8dc2-dd9316cd3411,2025-06-01,1
ef54de5d-f930-474d-bebc-84c7131002bf,2025-06-01,0
175b8397-bf06-4a1f-b8a8-ef8a5777d37b,2025-06-01,0
87cd9065-3549-485e-8d9a-4ec484b2050b,2025-06-01,1
420294cd-d0c9-452f-816e-19b42cc24af3,2025-06-01,1
5d5d298a-dc6a-48b1-b4c8-00cc696aa358,2025-06-01,1
e9a8ac2d-2fa4-4817-b847-c099eadc1829,2025-06-01,1
9c789c04-4fcd-49b9-b440-dcb9777b0749,2025-06-01,1
87c49485-6372-4849-be7b-a88a31aa5847,2025-06-01,0
540b5e6f-b12b-46f0-b23d-b7b66f10995c,2025-06-01,1
cfc6dcd1-3965-491f-8d8a-41e3d9871498,2025-06-01,0
ae1842b7-99d0-42ce-af45-d90b216c534e,2025-06-01,1
7b13d3ac-f04d-4149-b055-ec729d6841ef,2025-06-01,1
2f2b83f3-1b42-49a5-956e-d25eeb47a31e,2025-06-01,1
633a40e2-20bc-444c-97bc-76357e3eff52,2025-06-01,0
93c7d236-4ead-4663-b976-16105fca0a7b,2025-06-01,1
5090feed-0df8-4ef5-a714-8bad0c5439c3,2025-06-01,1
6ce19027-68e0-4f04-b1c1-e47e19b13213,2025-06-01,1
f233816e-1586-4d9a-8dda-d52a51d2b420,2025-06-01,1
789589e4-59a7-4583-9cca-b8c894b4966a,2025-06-01,1
c04cba3c-3327-4cf4-9df2-cb878135c73a,2025-06-01,1
567e85da-9c17-446e-ada8-ec3ed5af8fb2,2025-06-01,0
cb68e35d-4ff3-4ebb-9d89-e4ee0633d294,2025-06-01,1
77ca96c2-6bb3-4356-b937-0a3402d04d2a,2025-06-01,0
10415b58-09ce-4fd9-9e28-eb3a14a4f31a,2025-06-01,1
5171bcce-a023-436a-9f21-2ecd1c4a0500,2025-06-01,1
41a95c1c-ad60-4c24-89b1-719909630613,2025-06-01,0
d52ac687-05e5-42ff-8efd-2664e2e73b29,2025-06-01,0
